ID,Tier,Region,Jurisdiction / Institution,Institution,Document Title,Document Type,Publication Date,Source URL,Stance,Disclosure,Discretion,Focus (Primary),Focus (Secondary),Enforcement,Coverage,Key Quote (verbatim),Coder Notes,Coder,Date Coded,Stance #,Tier #,Governance Domain
HK-027,Institutional,Hong Kong,PolyU Edcuation Development Centre,PolyU,Generative AI,FAQ/Resource Page,2026,https://www.polyu.edu.hk/edc/explore-a-topic/generative-ai/,Encouraging,Not specified,Instructor decides,Pedagogy/Learning,Academic Integrity,Guidance only,Students and Faculty,"It is expected that the usage of generative AI will become a normal part of learning, teaching, and assessment from 2023/24 Semester One.

attempting to stop their usage seems likely to fail and be counterproductive. Driven by a wish to harness the positives of GenAI tools, this section will act as a home for resources relating to how GenAI tools can be used in PolyU, and for links to guidelines to their usage by students and staff within the institution.","Leveraging GenAi& Redesigning assessment seems the best way to adapt AI streaming,it's a teaching opportunity to seize",cy,,3,3,Internal
HK-028,Institutional,Hong Kong,,PolyU,Honour Declaration for Individual Assessment/Assignment,Other,?,https://www.polyu.edu.hk/edc/-/media/department/edc/content/explore-a-topic/academic-integrity/expanded-honour-declaration-forms_june-2024.pdf?la=en&hash=EBAD20FDCE2877034F7943181F8793AC,Functional,Required,Hybrid,Academic Integrity,Pedagogy/Learning,Explicit penalties,Students only,"I have read, understood and followed the requirements of this subject and, in particular, the requirements related to using GenAI in this assessment/assignment.The work in this assessment/assignment is my own work. No part of this assessment/assignment
is taken from other people’s work and/or other sources, including GenAI output, without giving them credit through proper referencing. All references have been clearly cited in the convention snd format appropriate for this assessment/assignment.
(...) Students who are found committing academic dishonesty will face disciplinary actions. Penalties may include reduced grades, failed subjects, and suspension and expulsion from the University.",,,,2,3,Internal
HK-029,Institutional,Hong Kong,,PolyU,Student Handbook for Taught Programmes 2025/26 ,Official Guidance,5/1/2026,https://www.polyu.edu.hk/ar/docdrive/polyu-students/student-handbook/Student_Handbook_2025-26_English.pdf,Functional,Required,Instructor decides,Pedagogy/Learning,Academic Integrity,Explicit penalties,Students only,"Cheating: Using unpermitted materials and aids (including Generative Artificial Intelligence (GenAI) if it is explicitly disallowed), during tests, examinations, or other forms of assessment/assignment, be they in-person or online, or using materials/tools/aides (including GenAI) in impermissible ways to perform or complete an academic task

Observe the rules and regulations about using Generative Artificial Intelligence (GenAI) tools set by your Department, programme, and the subject that you are studying.",,,,2,3,Internal
HK-030,Institutional,Hong Kong,PolyU Academic Registry,PolyU,Must-read for success in your study,Official Guidance,9/26/2025,https://www.polyu.edu.hk/ar/students-in-taught-programmes/notices-to-students/2025/2025-09-26_must-read-for-success-in-your-study/,Cautious,Required,Institution-mandated,Academic Integrity,,Explicit penalties,Students only,"PolyU is strongly committed to preserving academic integrity and has a zero-tolerance policy towards academic dishonesty. Do not commit such acts, e.g. cheating, contract cheating (paying a 3rd party to complete your work), plagiarism (copying others’ work as your own without full acknowledgement, including using generative artificial intelligence (GenAI) tools without proper referencing), impersonation, fabrication and falsification.","Quite serious wording:
""Do not act in a way that you will regret later.""",,,1,3,Internal
HK-031,Faculty/Department,Hong Kong,PolyU Design,PolyU,Research Integrity,Official Guidance,2026,https://www.polyu.edu.hk/sd/research/research-integrity/,Functional,Required,Institution-mandated,Academic Integrity,AI Literacy,Guidance only,Students and Faculty,"These guidelines are designed to help colleagues and students at the School of Design use GenAI responsibly, transparently, and ethically. It aligns with university policies while addressing the specific contexts and challenges faced by designers. 
",The Full Guides PDF are both restricted by a login page,,,2,4,Internal
HK-032,Faculty/Department,Hong Kong,PolyU English Learning Centre,PolyU,GenAI@ELC,FAQ/Resource Page,2026,https://www.polyu.edu.hk/elc/genai/,Encouraging,Recommended,Institution-mandated,AI Literacy,Academic Integrity,Referenced to integrity code,Students and Faculty,"PolyU takes an open and forward-looking stance on the use of generative artificial intelligence (GenAI) tools as a positive and creative force in education, and encourages the incorporation of such use in innovative learning, teaching, and assessment practices. While embracing the use of new technology in education, PolyU upholds the principle that students must adhere to high standards of academic integrity in all forms of assessments, and should be accountable for their own work. Academic dishonesty includes misrepresenting AI-generated work as one’s own.","A big resource hub for ""learning and teaching""",,,3,4,Internal
HK-033,Faculty/Department,Hong Kong,PolyU English Learning Centre,PolyU,Using AI to improve your Language Skills (Teacher Version) ,FAQ/Resource Page,5/14/2025,https://www.polyu.edu.hk/elc/docdrive/genai_at_elc/Using_AI_to_improve_your_Language_Skills_Teacher_Version.pdf,Functional,Required,Instructor decides,Pedagogy/Learning,Academic Integrity,Explicit penalties,Faculty only,"The ELC follows the PolyU policy with regard to the use of GenAI tools. In summary, students are accountable for their
own work. You should always refer to Student Information Sheets and ask your teacher to check when you may use
GenAI tools in this subject.
Relying too much on AI can mean that you do not meet the assessment requirements. This will lead to either a low
grade or fail grade for an assessment. ","""Teacher Version""",,,2,4,Internal
HK-034,Faculty/Department,Hong Kong,PolyU School of Design,PolyU,Generative AI Use Guideline & Design Research Integrity,Official Guidance,9/1/2025,https://www.polyu.edu.hk/sd/-/media/department/sd/content/research-2/research-integrity/generative-ai-use-guideline--design-research-integrity202509.pdf,Functional,Required,Institution-mandated,Academic Integrity,AI Literacy,Referenced to integrity code,Students only,"PolyU is strongly committed to preserving academic integrity and has a zero-tolerance policy towards academic dishonesty. Do not commit such acts, e.g. cheating, contract cheating,
plagiarism (copying others’ work as your own without full
acknowledgement, including using generative artificial intelligence
(GenAI) tools without proper referencing), impersonation, fabrication
and falsification. So…","The slides begin with ""What is Research Integrity""",,,2,4,Internal
HK-035,Faculty/Department,Hong Kong,PolyU Department of English and Communication,PolyU,Generative AI - Inappropriate usage and limitations | Department of English and Communication,FAQ/Resource Page,2026,https://www.polyu.edu.hk/engl/experience-and-opportunities/generative-ai/inappropriate-usage-and-limitations/,Cautious,Required,Not specified,AI Literacy,Pedagogy/Learning,Referenced to integrity code,Students only,"ChatGPT bases its output on previous word patterns without regard to factual accuracy. Generative AI tools should not be relied on due to AI “hallucination”, which is text that appears convincing, but ultimately factually incorrect upon further checking. This has resulted in punishments for lawyers who used ChatGPT to cite cases that did not exist:
","This is part of their website about GenAI use. This particular page lists improper use cases and examples. It links to PolyU's policies under ""Other Resources"".",cy,,1,4,Internal
HK-036,Course-wide,Hong Kong,PolyU Department of Building and Real Estate,PolyU,BRE506 (from Programme Requirement Document),Syllabus,9/1/2024,https://www.polyu.edu.hk/bre/docdrive/32111-32112-32113_BRE_AY24-25.pdf,Functional,Required,Instructor decides,Academic Integrity,Pedagogy/Learning,Referenced to integrity code,Students only,"If students intend to use Generative AI (GenAI) tools for brainstorming or
generating initial ideas, literature search or writing of group assignment
reports, they are required to declare the use of such tools (e.g. ChatGPT,
Poe, Google Bard, Microsoft Bing AI, etc) in preparing their submitted
work, and where and how they have been used, in the preface of their
group report and to submit their interactive chat history file including the
writing prompts with the AI chatbots as written evidence in students’ work
without plagiarism.

If students have adopted AI-generated texts or materials in their work, they must
properly cite and reference them in accordance with accepted academic
conventions and citation styles. Students may refer to the Guidelines for
Students on the Use of Generative Artificial Intelligence (source:
https://www.polyu.edu.hk/ar/students-in-taught-programmes/use-of-genai)
developed by the Academic Registry (AR) of PolyU for reference.","Same note for BRE581.

Quite neutral. No penalties mentioned but also no encouraging tone. Just use it with disclosure.",YM,,2,5,Internal
HK-037,Course-wide,Hong Kong,PolyU Department of Building and Real Estate,PolyU,BRE533 (from Programme Requirement Document),Syllabus,9/1/2024,https://www.polyu.edu.hk/bre/docdrive/32111-32112-32113_BRE_AY24-25.pdf,Encouraging,Not specified,Instructor decides,Pedagogy/Learning,Academic Integrity,None stated,Students only,"The generative AI tools (genAI) is not allowed for
(1) functions identification and function analysis;
(2) generating creativity ideas during Value Management workshop
but encouraged for
(1) search for typical examples or cases of value management
(2) helping improve structure, grammar, writing, presentation slides,
etc.","A bit more positive than HK-036 (from the same department). ""Encouraged"" for searching and writing. No requirement or consequences stated.",YM,,3,5,Internal
HK-038,Course-wide,Hong Kong,,PolyU,ENGL5037 ,Syllabus,6/1/2024,https://www.polyu.edu.hk/engl/-/media/department/engl/content/study/full-subject-list/level-5-subjects/engl5037_20241_v062024.pdf?rev=4b025a9c057a4610ae7412df21ff9f4c&hash=8D2390F6F57D0EBFBD4658D32FC64610,Functional,Not specified,Not specified,Professional Readiness,Privacy/Data/Ethics,None stated,Students only,"ILOs:
Upon completion of the subject, students will be able to:
a. Identify key affordances and limitations related to
generative AI and its usage as an analytical tool.
b. Showcase proficiency in using generative AI as an
analytical tool in various professional contexts.
c. Identify key affordances and limitations of generative AI
as a content generator and as a communicative tool.
d. Showcase proficiency in using generative AI as a contentgenerating tool.
e. Understand the various forms of bias inherent in, and the
relevant concerns with, AI-generated responses.
f. Use generative AI appropriate for creative problemsolving.","GenAI is the focus of the course.
The course talks about ""affordances and limitations"", i.e. what AI can or cannot do as a tool.
No ""specific AI policy"" stated.",YM,,2,5,Internal
HK-039,Course-wide,Hong Kong,,PolyU,MM6452,Syllabus,4/1/2024,https://www.polyu.edu.hk/mm/-/media/department/mm/content/study/subject-syllabi_tpg/mm6452.pdf,Functional,Not specified,Not specified,Professional Readiness,AI Literacy,None stated,Students only,"Individual AI content design: The individual AI content design assesses students'
comprehension of various aspects, including Generative AI models, multi-mode AI content
generation, and the application and evaluation of AI content in different business scenarios.","A very ""applied"" course on GenAI.
No ""specific AI policy"" stated.",YM,,2,5,Internal
HK-040,Course-wide,Hong Kong,,PolyU,COMP5571 ,Syllabus,8/1/2025,https://www.polyu.edu.hk/comp/docdrive/tpg/subject/COMP5571.pdf,Functional,Not specified,Not specified,Professional Readiness,Privacy/Data/Ethics,None stated,Students only,"The subject is envisioned for students to embrace and leverage the
potential of Generative Artificial Intelligence (AI). It will primarily
focus on the nature, development, and implications of Generative AI,
its role in innovative research methods, its application across various
disciplines, and its ethical and societal implications. ","A very ""applied"" course on GenAI.
No ""specific AI policy"" stated.",YM,,2,5,Internal
HK-041,Institutional,Hong Kong,,Lingnan,Guidelines for Using Generative Artificial Intelligence (GAI) Tools at Lingnan University,University Policy,10/1/2024,https://www.ln.edu.hk/tlc/f/page/107180/Guidelines%20for%20Using%20GAI%20Tools%20%28Oct%202024%29.pdf,Cautious,Required,Institution-mandated,Pedagogy/Learning,AI Literacy,Guidance only,Students and Faculty,"""While Lingnan University enthusiastically embraces innovative technologies in education, it firmly upholds the principle that students must adhere to rigorous standards of academic integrity in all forms of assessments.""


""From Term 2, 2024-25, students are allowed to use GAI tools to assist them in preparing assignments, assessments, and other educational practices.""","teachers can turn it off for their course, students must declare every use, and academic integrity rules still run the show",cy,,1,3,Internal
HK-042,Institutional,Hong Kong,,Lingnan,"Best Practices for Ethical and Responsible Use of Generative Artificial Intelligence (GAI) Tools in Course Assessments
",Official Guidance,8/1/2025,https://www.ln.edu.hk/tlc/f/page/107180/Best%20Practices%20for%20Ethicial%20and%20Responsibilities%20Use%20of%20GAI%20%28Aug%202025%29.pdf,Encouraging,Required,Hybrid,Academic Integrity,Privacy/Data/Ethics,Referenced to integrity code,Students and Faculty,"To enhance the overall learning experience for our students, Lingnan University has decided to allow the use of ChatGPT and other GAI tools from the 2023-24 academic year. However, users should use these tools responsibly and ethically, and fully understand their potential and limitations. Upholding academic integrity is of utmost importance to all students. This document outlines the principles, practices, and actions that teaching staff and students need to be aware of/take regarding the implications of using GAI tools in course assessments. Students are encouraged to consult with their teaching staff if they have any questions.

Course Assignment and Assessment (Open book) - Unless otherwise specified by the teaching staff, GAI tools are allowed to be used by students.
Course Assessment (Closed book) & Final Examination (Closed book) - Unless otherwise specified by teaching staff, GAI tools are allowed to be used by students.

Students should declare their use of GAI tools and reflect on the process. Students should indicate which GAI tools they have used and explain how the materials generated have been incorporated into their submitted work.",The default is: Students are allowed to use GenAI tools. It is repeated multiple times in the full text.,YM,,3,3,Internal
HK-043,Institutional,Hong Kong,,Lingnan,Use of Generative Artificial Intelligence (GAI) Tools Term 1 2024-25,University Policy,8/9/2024,https://www.ln.edu.hk/tlc/f/page/107180/Use%20of%20Generative%20Artificial%20Intelligence%20%28GAI%29%20Tools%20Term%201%202024-25.pdf,Cautious,Required,Instructor decides,Academic Integrity,Privacy/Data/Ethics,Referenced to integrity code,Faculty only,"In Term 1, 2024-25, teaching staff can choose to allow their students to use GAI tools to assist
their preparation for assignments, assessments, and other educational practices. Teaching
staff should communicate with students clearly about the use or not allowing the use of GAI
tools through course outlines, syllabus, Moodle, or other written means of communication to
prevent misunderstandings.

Declaration
If the use of GAI tools is allowed, students must declare the use of GAI tools or other Artificial
Intelligence (AI) technology in their assignments and assessments using a sample template ","The first line is ""Dear colleagues""

Term 1: The teacher decides whether to allow it or not. Term 2: The university plans to make it universally allowed - teachers should adapt to it in advance.",cy,,1,3,Internal
HK-044,Institutional,Hong Kong,Lingnan U Teaching and Learning Centre,Lingnan,Generative Artificial Intelligence,FAQ/Resource Page,2026,https://www.ln.edu.hk/tlc/generative-artificial-intelligence,Functional,Not specified,Institution-mandated,Privacy/Data/Ethics,AI Literacy,Referenced to integrity code,Students and Faculty,"Disclaimer:
Please be aware that artificial intelligence tools may reflect biases present in the data used to train them. These biases can influence the responses provided, potentially leading to incomplete, inaccurate, or skewed information. Always verify critical information from multiple reliable sources and use your judgment when interpreting AI-generated content.

When using open platform AI tools, please ensure adherence to Lingnan University Information Security Data Governance and Protection, and Data Privacy Policy.
For detailed information, please refer to:
Data Governance and Protection; 
Data Privacy and Protection for Lingnan University",A resource page for both students and staff. Disclaimer is a very small part of the whole page/site.,YM,,2,3,Internal
HK-045,Institutional,Hong Kong,Lingnan U Academic Quality Assurance Manual,Lingnan,Chapter 4 - Quality Assurance and Enhancement of Student Assessment,FAQ/Resource Page,2026,https://www.ln.edu.hk/main/aqa/table-of-contents/chapter-four,Encouraging,Not specified,Hybrid,Pedagogy/Learning,Academic Integrity,None stated,Students and Faculty,"To enhance the overall learning experience for students, the University has decided to allow the use of ChatGPT and other Generative AI tools from the 2023-24 academic year.
         
In July 2023, the Teaching and Learning Centre issued the “Best Practices for Ethical and Responsible Use of Generative Artificial Intelligence (GAI) Tools in Course Assessments” which outline the principles, practices, and actions that need to be aware of/taken by course instructors and students regarding the implications of using GAI tools in course assessments. In October 2024, the Senate approved the updated “Best Practices for Ethical and Responsible Use of GAI Tools in Course Assessment” (Appendix I) and the “Guidelines for Using GAI Tools at Lingnan University” (Appendix J) effective from Term 2 of the 2024-25 academic year. Students are allowed to use GAI tools to assist them in preparing assignments, assessments, and other educational practices, provided these tools are used ethically and responsibly, in accordance with the GAI Guidelines. However, teaching staff may still seek prior approval from the relevant Head of Department/Programme Director NOT to allow students to use GAI tools (in part or their entirety) to prepare assignments, assessments, and other educational practices.","This is NOT the UGC Audit report.

From the preface:
""Bringing together all the policies, regulations and guidelines pertaining to the assurance and enhancement of academic quality, it is easily available to all relevant staff and students.""

The Institutional stance is Encouraging, but teachers can seek approval  NOT to allow  students to use GenAI. ""Head of Department/Programme Director"" has the final say.",YM,,3,3,Internal
HK-046,Faculty/Department,Hong Kong,"Lingnan University
Department of Translation",Lingnan,AI Usage Policy for UG and TPG Programmes,University Policy,1/16/2025,https://www.ln.edu.hk/tran/f/page/116062/ai-usage-policy-for-ug-and-tpg-programmes.pdf,Cautious,Recommended,Hybrid,Academic Integrity,,Explicit penalties,Students and Faculty,"Starting from Term 2 of the 2024-25 academic year, Lingnan students are allowed to use AI tools, but at the same time they need to follow the university's academic and ethical guidelines.

It is agreed by the Department Board that the ceiling cap of AI usage is 40%.* If the AI detection rate
is higher than this, marks will be deducted from students’ work because of lack of originality. Subject
teachers have the discretion to impose a penalty for any AI usage higher than the cap rate.
Faculty members of the Department of Translation are expected to reiterate the University Guidelines
and the Departmental Policy on AI usage to students, while students, both at BA and MA levels, should
follow the University Guidelines and Departmental Policy on AI usage carefully",Conditional permission with hard numerical limits and total disclosure — a translation department's pragmatic answer to a tool that can do its students' homework,cy,,1,4,Internal
HK-047,Faculty/Department,Hong Kong,"Lingnan University
Department of Translation",Lingnan,AI Enabled Tools Declaration Form,Other,9/22/2025,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.ln.edu.hk%2Ftran%2Ff%2Fpage%2F116062%2FAI%2520Enabled%2520Tools%2520Declaration%2520Form_Translation_20250922.docx&wdOrigin=BROWSELINK,Functional,Required,Faculty/Department decides,Academic Integrity,,Referenced to integrity code,Students only,,This Declaration Form points back to the Institutional Guidelines (HK-041) and Best Practices (HK-042).,YM,,2,4,Internal
HK-048,Faculty/Department,Hong Kong,"Lingnan U
School of Graduate Studies",Lingnan,GUIDEBOOK FOR RESEARCH POSTGRADUATE STUDENTS,Official Guidance,10/1/2025,https://www.ln.edu.hk/sgs/f/upload/114745/Guidebook_for_RPg_Students.pdf,Cautious,Required,Institution-mandated,Academic Integrity,,Referenced to integrity code,Students only,"""It is agreed by the Department Board that the ceiling cap of AI usage is 40%. If the AI detection rate is higher than this, marks will be deducted from students' work because of lack of originality.""","This is a guidebook from the Grad School.

GAI is mentioned under ""Academic Honesty"".",YM,,1,4,Internal
HK-049,Faculty/Department,Hong Kong,"Lingnan U Centre for English and Additional
Languages",Lingnan,"Use of Generative AI in Assessed Work
",University Policy,?,https://www.ln.edu.hk/ceal/f/page/109859/CEAL%20Gen%20AI%20Policy%20for%20students.pdf,Cautious,Required,Faculty/Department decides,Academic Integrity,,Explicit penalties,Students only,"If there is a question over the inappropriate use of GenAI (“authorship”) we will carry out an
investigation. If you are found to, on the balance of probabilities, have used Gen AI inappropriately,
you will be asked to rewrite and resubmit. There will also be a cap on your grade.
For the first time this happens your essay grade will be capped at 60%. The second time the cap will
be 40%. The third time will be raised as a case of academic misconduct to the exam board. Please
note that records will be kept across all LUE courses. This means that if you submit inappropriate
work in LUE1001, and then again in 4001, this will be seen as the second incidence.

You should keep a portfolio of your work (called the “work in progress folder”), including screenshots
of interactions with GenAI, drafts, plans and anything you do in preparation for the assessment. You
will submit all of this as a zip file alongside the essay. This will not be assessed and there is no penalty
for non-submission. However, if there is a question over the authorship of your essay this can be
taken into account.

If you are suspected of using AI inappropriately, the following will happen.
- We will arrange a time to have a meeting. There will be two members of staff in this meeting,
and you can also bring a friend. This friend can give moral support and also help with language, if
needed
- We will ask you questions about your essay and the process of writing it. We will also give
you a chance to explain anything that you think is important. (Please note that not having enough
time is not a reasonable explanation).
- We will then send you an email with our decision.
",Pretty negative.,YM,,1,4,Internal
HK-050,Faculty/Department,Hong Kong,"Lingnan University
Department of History",Lingnan,Guidelines for Using Generative Artificial Intelligence (GAI) Tools,University Policy,?,https://www.ln.edu.hk/history/f/upload/105794/345198/HIST%20Departmental%20policy%20on%20GAI%20tools.pdf,Functional,Required,Hybrid,Pedagogy/Learning,Academic Integrity,Referenced to integrity code,Students and Faculty,"Starting Term 2, 2024-25, students are permitted to use GAI tools, including editing and spellchecking tools such as Grammarly and DeepL, to assist with their course assignments, provided
they adhere to the University’s guidelines. 

In line with the University’s best practices for the use of GAI tools, our department has
developed additional guidelines. Students must declare the use of GAI tools, specifying which
GAI tools they used and how they utilized them for their assignments. Examples of GAI usage
include brainstorming ideas, generating reference lists, and editing.
Sample Declaration: [cut]
Students should include this declaration in their assignment. Meanwhile, faculty members must
remind students of the University Guidelines and the Departmental Policy on using GAI tools.","Built upon the institutional rules.
Starts with how GenAI can be helpful in their work. (""permitted"", not encouraged/welcome)
Mentions both students and faculty members.",YM,,2,4,Internal
HK-051,Course-wide,Hong Kong,,Lingnan,CDS2002 Course Syllabus,Syllabus,?,https://www.ln.edu.hk/sds/dai/ds/f/page/105561/CDS2002%20Introduction%20to%20Artificial%20Intelligence%20%28Required%29.190825.pdf,Functional,Not specified,Institution-mandated,Academic Integrity,Professional Readiness,Referenced to integrity code,Students only,"Students must adhere to the University’s guidelines and practices when using Generative
Artificial Intelligence (GAI) tools. The official documents “Guidelines for Using GAI
Tools at Lingnan University” and “Best Practices for Ethical and Responsible Use of
GAI Tools in Course Assessments” can be found
here: https://www.ln.edu.hk/tlc/generative-artificial-intelligence/gai-guidelines-bestpractices .","This ""Intro to AI"" course uses the standard template:
https://tlc.ln.edu.hk/SyllabusTool/

Course content is quite hardcore. Lots of advanced Computer Science stuff, not just everyday literacy.",YM,,2,5,Internal
HK-052,Course-wide,Hong Kong,,Lingnan,"CDS3003 Course Syllabus
",Syllabus,?,https://www.ln.edu.hk/sds/dai/ds/f/page/105561/CDS3003%20Machine%20Learning%20%28Required%29.190825.pdf,Functional,Not specified,Institution-mandated,Academic Integrity,Professional Readiness,Referenced to integrity code,Students only,"Students must adhere to the University’s guidelines and practices when using Generative
Artificial Intelligence (GAI) tools. The official documents “Guidelines for Using GAI
Tools at Lingnan University” and “Best Practices for Ethical and Responsible Use of
GAI Tools in Course Assessments” can be found
here: https://www.ln.edu.hk/tlc/generative-artificial-intelligence/gai-guidelines-bestpractices .","This ""Machine Learning"" course uses the standard template:
https://tlc.ln.edu.hk/SyllabusTool/

Course content is quite hardcore. Lots of advanced Computer Science stuff, not just everyday literacy.",YM,,2,5,Internal
HK-053,Course-wide,Hong Kong,"Lingnan U
Faculty of Business",Lingnan,Master of Science in Artificial Intelligence and Business Analytics Student Handbook,Syllabus,2023?,https://www.ln.edu.hk/sds/dai/mscaiba/f/page/72803/MScAIBA%20-%20Student%20Handbook%202023-24.pdf,Functional,Not specified,Institution-mandated,Academic Integrity,Privacy/Data/Ethics,Referenced to integrity code,Students only,"7.2.1 Use of Advanced Technologies
To support the University's strategy on use of advanced technologies such as ChatGPT and other generative AI tools to facilitate learning, ITSC launched the ChatGPT service that is built on Microsoft's Open AI services. Users should agree to the terms and conditions to ensure that tool is used appropriately and effectively while adhering to strict academic integrity standards. Details of the terms and conditions: https://chatgpt.In.edu.hk/. Please also refer to the the Best Practices for Ethical and Responsible Use of Generative Artificial Intelligence (AI) Tools in Course Assessments on TLC's website:
https://www.ln.edu.hk/f/upload/84485/AI%20Practice_updated%2024%20Jul%202023_final.pdf",This Master Programme document directs readers to (an earlier version of) the Institutional Best Practice document (HK-042).,YM,,2,5,Internal
HK-054,Course-wide,Hong Kong,,Lingnan,SPA1302 Course Syllabus,Syllabus,?,https://www.ln.edu.hk/ceal/f/page/109868/SPA1302.pdf,Cautious,Not specified,Faculty/Department decides,Pedagogy/Learning,Academic Integrity,Explicit penalties,Students only,"(5) Students must adhere to the University’s guidelines and practices when using Generative
Artificial Intelligence (AI) tools. The official documents “Guidelines for Using GAI Tools at Lingnan
University” and “Best Practices for Ethical and Responsible Use of GAI Tools in Course
Assessments” can be found here: https://www.ln.edu.hk/tlc/generative-artificial-intelligence/gaiguidelines-best-practices.

Use of Generative AI
At CEAL we adopt a forward thinking and pragmatic approach to the use of Generative AI by
students.
Each assessment will carry guidelines about what type of AI use is acceptable. If you cannot find
these, or if they are unclear, please ask your teacher.
If there is a question over the inappropriate use of GenAI (“authorship”) we will carry out an
investigation. If you are found to, on the balance of probabilities, have used Gen AI
inappropriately, you will be asked to rewrite and resubmit. There will also be a cap on your grade
More information can be found at: CEAL Gen AI Policy for
students.pdf","In addition to the template message, the CEAL adoption (HK-049) is mentioned.

Each assessment will have its specific GenAI guidelines. It is phrased as if students are expected to use GenAI, but we cannot be sure unless we see the actual assessments.

If we read HK-049, the requirements and penalties are pretty harsh. But those are not mentioned in this syllabus document.",YM,,1,5,Internal
HK-055,Course-wide,Hong Kong,,Lingnan,CCC8013 Course Syllabus,Syllabus,?,https://www.ln.edu.hk/dos/f/upload/109663/CCC8013%20The%20Process%20of%20Science%20-%20Revised%20Syllabus%20%20Rubrics_20240807.pdf,Encouraging,Required,Instructor decides,Academic Integrity,Pedagogy/Learning,None stated,Students only,"5. Students are allowed to employ AI-enabled tools in their course assignments of Tech
Report and Group Presentation. Declaration of the use of Generative AI tools and the
explanation how the generated materials have been incorporated into the assignments
should be included in the submitted assignments. Besides, students should reference the
Generative AI generated materials in their work with accepted academic conventions","This is a rare case where the statement details what students are allowed to do with AI.
Does NOT use the standard template.

Consequences are not mentioned.",YM,,3,5,Internal
